Condition	Heat	Heat	Heat	Heat	Heat	Heat	Heat	Heat
State	Acclimation	Acclimation	Acclimation	Acclimation	De-Acclimation	De-Acclimation	De-Acclimation	De-Acclimation
"AT3G43300.1;AT3G43300.3;AT3G43300.2"	515546.6013	997284.3227	726889.9671	404680.8749	623957.3279	1970800.903	402736.4368	918502.9162
"AT1G53120.1;AT1G53120.2"	566644.4543	395294.1246	465220.5008	208854.5378	1.56E+35	180673.9868	79466.21564	363655.7921
"AT1G53580.2;AT1G53580.1"	181903.3562	200530.3907	160159.1945	446179.4621	173840.9921	319920.7039	448895.227	444236.415
"AT3G48770.2;AT3G48770.1"	2160484.49	1496592.407	940150.1024	1963520.772	741776.3207	996017.8028	867893.0502	1833906.736
"AT5G16050.1;AT5G16050.2;AT3G02520.1;AT3G02520.2"	320976.9012	535509.4884	315588.1809	274802.6991	275272.5377	259818.8239	566173.5158	673384.7714
"AT3G13930.1;AT1G54220.1;AT1G54220.2"	591205.3893	530876.6207	430670.7519	646763.6158	457095.7978	440270.122	435768.7828	616455.4955
"AT4G01480.2;AT4G01480.1;AT1G01050.1;AT1G01050.2"	583721.0136	594599.6537	530517.8919	653427.3588	376143.8548	505662.3387	669284.0203	695733.8589
"AT2G17130.2;AT2G17130.1;AT4G35260.1"	599493.2868	657801.7405	441387.6954	626536.2146	478322.0487	514598.3446	641363.5478	620434.1301
"AT3G58500.1;AT2G42500.1;AT2G42500.2"	1258523.988	595236.8855	760641.8775	423364.4295	258493.0696	805780.3822	347914.5626	318171.8624
"AT5G52470.1;AT4G25630.1"	1001259.619	775064.5005	630793.9241	466703.3338	392959.6869	518046.2322	401018.3623	597841.2399
"AT3G28710.1;AT3G28715.1"	1379242.306	1567841.581	1361312.204	1508003.149	1113607.457	1395190.164	1394040.641	1702716.134
"AT5G52470.2;AT5G52470.1;AT4G25630.1"	1246448.142	644080.4231	899756.3105	1001837.365	1194544.37	282576.2541	433493.2891	627496.9927
"AT1G21850.1;AT1G76160.1;AT1G21860.1"	1411371.42	1538007.05	1297864.585	1454863.159	994770.4605	1267982.164	1295516.347	1399840.584
"AT1G19910.1;AT1G19910.2;AT1G75630.2;AT1G75630.1;AT4G34720.2;AT4G34720.1;AT4G38920.2;AT4G38920.1;AT2G16510.1"	2961545.513	3045292.224	2875596.175	4031011.024	2923272.046	2738838.751	3359446.026	4000316.063
"AT4G23850.1;AT1G64400.1"	569246.2274	605271.3827	419009.9586	471046.7344	253277.0046	506840.2968	344770.647	585586.7377
"AT5G08300.1;AT5G23250.3;AT5G23250.1;AT5G23250.2"	694881.2807	625922.4661	187896.0344	586075.4223	672063.976	290291.5566	577320.255	546874.2339
"AT1G50010.1;AT1G04820.1"	4927313.029	4371706.041	3354026.098	4134337.203	2879829.649	3120181.074	2890503.996	3038236.921
"AT2G21580.1;AT2G21580.2;AT4G34555.1"	273649.4714	403602.1897	154567.1733	1141319.198	573005.4322	224286.0725	40973286800	392490.5303
"AT3G53730.1;AT1G07820.1;AT1G07820.2;AT5G59690.1;AT3G46320.1;AT2G28740.1;AT1G07660.1;AT3G45930.1;AT5G59970.1;AT5G59970.2"	10896244.81	9439994.443	5451442.137	8276014.731	5148291.669	6429682.785	6220080.232	8171133.77
"AT1G06310.1;AT1G06290.1;AT3G06690.1"	89676.43451	132792.5154	126301.1888	142379.465	177805.4318	196738.9061	143202.901	163284.2053
"AT1G80490.2;AT1G80490.1;AT1G80490.3;AT1G15750.4;AT1G15750.2;AT1G15750.1;AT1G15750.3"	6010801.056	6285024.052	5344369.527	7539080.609	6233337.634	6328452.377	6888905.783	7042734.766
"AT2G37040.1;AT5G04230.1;AT5G04230.2;AT3G53260.1;AT3G10340.1"	469628.1114	296790.3186	257497.3337	216439.5171	2.67076E+13	169689.7756	204489.4917	228020.2123
"AT1G60940.1;AT1G60940.2;AT5G08590.2;AT5G08590.1;AT1G10940.2;AT1G10940.1;AT5G63650.1"	699537.5013	606391.8481	511554.2478	68006437.92	403262.4795	487331.9935	563242.7108	662832.843
"AT5G09700.1;AT5G64570.1;AT5G64570.2"	791623.2579	1019699.471	771884.3036	1095463.665	977872.6454	840686.1967	697424.2384	924324.4312
"AT2G21260.2;AT2G21260.1;AT2G21250.2;AT2G21250.1"	1626451.444	1204082.395	1337803.572	1329767.845	1110029.147	998127.3665	1414652.745	970207.2981
"AT1G60680.2;AT1G60680.1;AT1G60730.3;AT1G60730.1;AT1G60710.1;AT1G60690.1;AT1G60750.1"	1215768.728	1341600.432	1008635.879	1367097.101	635096.2729	989855.5911	849969.6226	1159659.595
"AT2G45470.1;AT3G60900.1"	2990960.592	2996310.459	2709245.449	3471719.533	1924356.871	2674975.368	2765406.539	3064956.656
"AT5G60860.1;AT5G45750.1;AT2G33870.1;AT1G28550.1;AT1G16920.1;AT4G18800.1;AT3G15060.1"	917309.678	1.818E+11	656746.7724	813785.5149	579597.9811	212151.8136	623217.8648	597855.4271
"AT3G02880.1;AT5G16590.1"	756080.2192	845766.1613	654210.1587	710000.239	524171.3356	588855.4204	585824.2473	757016.953
"AT3G27300.5;AT3G27300.2;AT3G27300.4;AT3G27300.3;AT3G27300.1;AT5G40760.2;AT5G40760.1"	303875.6671	342266.7344	247450.6798	344493.5682	232037.1045	249914.3556	403824.1939	406047.4684
"AT3G01340.2;AT3G01340.1;AT2G30050.1"	745243.1683	1006469.352	643380.3619	932230.0078	350548.7601	617012.6599	511763.7955	786475.1516
"AT2G39960.1;AT4G04200.1"	523649.691	584902.5505	414306.2176	419469.7122	360458.2025	354571.6938	457360.2918	479836.278
"AT1G68530.1;AT2G16280.1;AT4G34510.1;AT1G19440.1;AT2G26250.1;AT1G25450.1"	791861.2034	2789439.383	333497.1234	6687191.753	126862.3016	4095888.786	326576.558	783360.7397
"AT5G13280.1;AT5G14060.3;AT5G14060.1;AT5G14060.2"	331064.2898	668708.9599	175864.7245	682862.1802	390521.2624	215544.0684	423635.529	434665.7502
"AT1G70320.1;AT1G55860.1"	446966.857	285500.3076	331321.4291	188158.0206	276451.0497	307845.6317	317697.4564	289150.2912
"AT2G47220.1;AT3G03710.1"	1050409.065	722957.087	563567.754	393187.649	387607.3704	616647.4348	601878.4431	350958.3304
"AT5G24770.1;AT5G24780.1"	175921.4995	559593.8466	881540.4759	1152674.996	505554.5149	50862208032	620848.0776	1521235200
"AT5G59290.2;AT5G59290.3;AT5G59290.1;AT5G59290.4;AT3G46440.2;AT3G46440.1"	544051.8431	968254.2104	506925.0362	859980.2998	370334.4221	636791.9902	633800.9984	767799.4014
"AT5G22770.5;AT5G22770.1;AT5G22770.4;AT5G22770.6;AT5G22770.2;AT5G22770.3;AT5G22780.2;AT5G22780.1"	449525.2309	373502.383	406432.1177	298406.6658	296830.4225	380915.8458	456269.6449	297413.4239
"AT3G58570.1;AT2G42520.2;AT2G42520.1;AT2G42520.3"	473855.0484	184910.4748	200055.5759	155049.4532	202541.7144	140354.8144	322322.3733	253460.0739
"AT1G33612.1;AT1G33590.2;AT1G33590.3;AT1G33590.1"	1883841.103	1921791.42	1419994.619	2001267.989	1118895.945	1383036.094	1698934.789	2243940.855
"AT3G27430.1;AT3G27430.2;AT5G40580.1;AT5G40580.2"	21809461.56	1540773.084	15179411.86	1894350.955	6935314.377	15748693.3	10805921.53	1212260.457
"AT3G19480.1;AT1G17745.2;AT1G17745.1;AT4G34200.1"	2210146.064	1878164.364	1474146.543	2041333.978	963608.3416	1423976.432	1409661.16	2063506.46
"AT1G49630.5;AT1G49630.2;AT1G49630.1;AT1G49630.3;AT3G19170.1;AT3G19170.2"	1748740.204	2278164.477	1838944.268	3269103.354	1703178.155	757822.3561	2471515.246	3358265.3
"AT5G08300.1;AT5G23250.1;AT5G23250.2"	199547.1905	318258.9581	232921.5633	528245.5527	96782.25765	318297.5911	162898.9467	177018.5601
"AT4G30160.3;AT4G30160.4;AT4G30160.2;AT4G30160.1;AT5G57320.2;AT5G57320.1"	1364762.501	1994219.446	872552.449	2223993.445	1745185.907	1629209.667	1890712.391	2364803.684
"AT4G38420.1;AT4G22010.1;AT4G28090.1"	798630.3981	716164.2713	463075.1513	620938.2871	543142.0446	600076.0855	626539.5391	596883.6349
"AT1G10760.1;AT1G10760.3;AT1G10760.2;AT4G24450.2;AT4G24450.1;AT4G24450.3"	1475315.227	1593995.919	975010.5407	1153359.35	717496.5473	795488.3438	1.63861E+11	1160045.458
"AT2G28950.1;AT2G40610.1"	2612119.469	2480036.659	1528038.097	2713670.343	1436646.741	1806764.945	2174929.356	2809329.455
"AT3G48690.1;AT3G48700.1"	861745.2492	662361.5698	513650.8453	835468.0525	396778.4923	537798.6543	557549.148	813435.4086
"AT1G21380.1;AT1G76970.2;AT1G76970.7;AT1G76970.3;AT1G76970.6;AT1G76970.4;AT1G76970.1"	151316.5223	204682.5199	110491.0137	88936.73091	244572.2975	124323.6255	386477.3201	305862.4275
"AT3G55590.1;AT2G39770.2;AT2G39770.3;AT2G39770.1"	1679199.042	1517864.217	1668668.45	1488151.871	757092.1605	1311787.452	1177054.585	1511886.303
"AT2G24590.1;AT4G31580.2;AT4G31580.1;AT1G23860.3;AT1G23860.1;AT1G23860.4;AT1G23860.2"	968396.8654	788446.4162	530353.7123	660298.2193	375812.9218	388655.6137	368596.4936	663173.4448
"AT2G37040.1;AT3G53260.1"	131499.792	58695.24303	52304.66899	67795.50199	118892.0699	-48930.39731	76065.9011	90478.6436
"AT5G47810.1;AT5G61580.1;AT5G61580.2;AT4G29220.1;AT2G22480.1;AT5G56630.1;AT4G32840.1;AT4G26270.1"	1856536.929	1083668.573	1224976.602	975526.4583	1100792.445	492103.4127	1597938.7	984202.3069
"AT1G68530.1;AT1G68530.2;AT2G16280.1;AT4G34510.1"	302073.6432	450029.2659	128991.892	181120.0485	23830.41645	162388.5049	156928.2766	311806.3993
"AT5G67560.1;AT3G49870.1;AT3G49870.2;AT3G49860.1"	500708.4905	182459.2106	1839280.039	339494.6624	106503.394	310977.5647	132338.4724	295627.0471
"AT1G26570.1;AT3G29360.1;AT3G29360.2"	718534.9759	982596.7725	573895.433	660979.4686	577938.5065	620662.8194	974796.385	873233.4171
"AT5G17020.1;AT5G17020.2;AT3G03110.1"	312269.8872	1411888.418	169125.0108	1288441.633	299132.564	674969.6712	745069.9918	232712.3563
"AT1G70830.3;AT1G70830.5;AT1G70830.4;AT1G70830.1;AT1G70890.1;AT1G70850.3;AT1G70850.1"	3024293.484	3115025.007	3315033.047	6928112.856	4086237.499	4387077.303	6209506.62	8423180.551
"AT4G26690.1;AT1G66980.1;AT1G66980.4;AT1G66980.3;AT1G66980.2;AT1G66970.2;AT1G66970.1;AT1G66970.3"	1209911.024	1771845.256	858065.4347	1607596.575	24788.00053	845368.7902	8.30E+178	2113009.164
"AT3G62830.2;AT3G62830.1;AT2G47650.2;AT2G47650.1"	1389401.113	223559.4575	466991.9521	274808.9055	49916.5933	4231649.309	21795752005	177075.1142
"AT1G05320.2;AT1G05320.8;AT1G05320.5;AT1G05320.3;AT1G05320.4;AT1G05320.9;AT1G05320.1;AT1G05320.6;AT1G05320.7;AT2G32240.1"	198228.3341	155997.3447	203594.5903	146521.046	110524.4258	45827.85738	92421.67992	144302.1055
AT1G30925.1	6755836.906	3272906.499	1157925.394	2201955.96	1401260.351	2.45375E+11	2243344.618	4141455.604
AT2G34630.1	4483310.863	4981586.527	2345458.998	3202894.838	1460518.699	2338175.704	2537720.137	2807942.066
AT4G09340.1	1191741.265	1539257.332	959026.4835	1929452.58	950483.2682	1313256.218	1344623.893	1773056.583
AT3G13880.1	4262390.939	5229678.6	3260612.704	5558365.828	2615586.761	3740971.035	3824740.68	3369933.071
AT5G09550.1	3292612.29	2141079.902	2798198.433	2214533.179	1642070.376	1420867.48	1805931.553	2280170.362
AT3G44860.1	213787.0548	518261.2747	3.94E+57	743580.9535	1027927.38	758858.6136	1464992.925	1038231.723
AT2G31490.1	1490128.739	1117118.471	915897.1549	915399.5794	549679.8776	1234899.275	149111.2069	1615865.775
AT2G01720.1	890674.7802	2178188.774	-223.206602	767033.4839	63374.32137	1891320.577	1578579.601	1423228.291
AT1G51730.1	200882.507	39832.86419	169116.375	192879.5593	103162.8304	135281.246	52482.30529	107949.8449
AT3G07320.1	1098361.528	347793.1253	73641.40128	170606.6586	78273.30372	188574.1202	123498.5543	164421.494
AT3G56940.1	2984152.557	2413534.477	898020.2712	1188719.899	724282.1932	1014974.797	996012.7045	1094782.02
AT1G51805.1	554128.7041	484091.1814	218235.5336	213820.4922	111987.7072	203286.9846	380493.8428	631620.9424
AT1G18060.1	451036.1742	304278.074	149047.6246	408188.2401	126841.8165	2199756.067	199410.4757	41649.02114
AT1G15130.1	270234.1155	311994.2312	265373.9395	419137.6297	190340.8711	300467.0399	1943653.181	484287.6572
AT1G64550.1	310103.1279	304130.6288	183088.6599	195502.2481	170308.5764	199077.4034	250867.3428	231099.5206
AT1G70200.1	149068.1259	439927.7867	128219.2359	175950.7342	157020.3553	3.32643E+11	125459.7772	178157.9817
AT3G27820.1	307604.5926	412996.0277	302518.5977	723359.431	479346.474	330943.6935	521774.5738	375646.5938
AT5G47520.1	1075567.92	699164.1791	1.32655E+11	1226572.088	16980733289	492191.1365	550364.5482	11141939740
AT4G25970.1	442288.7562	8.77E+25	285472.8181	418268.7527	239043.5491	216276.6648	292355.0044	284590.4994
AT4G39690.1	302276.1485	145505.812	123527.7813	53414547713	25581367.97	12309292.13	31316698.36	424344.7841
AT3G06430.1	147106.1346	466588.0479	57057.13191	303916.0153	228864.5545	124488.0189	377643.5695	178226.7928
AT5G45170.1	4507654.723	1400748.336	4474097.695	567360.9018	4026949.78	2221888.409	5620672.981	3284484.358
AT1G68830.1	1234268.784	2150997.588	1270558.76	1772705.63	1166177.759	1296117.309	1299021.622	6004594.885
AT1G77710.1	712551.0726	803272.9714	669911.1949	1011991.718	503157.5574	654884.4325	618266.0597	812189.0791
AT2G20230.1	557483.2112	920080.0813	762278.7288	1035220.605	682454.3744	909737.3184	1009895.429	924874.7804
AT5G49810.1	562017.5023	173467.7999	108201.6621	234833.9608	549626.2946	1191446.57	439010.4483	219283.3044
AT2G22125.1	333757.4255	314739.616	246622.0898	209509.8891	15178.36255	225564.6046	147569.6441	271984.5219
AT5G23310.1	1922896.955	512534.2783	1017019.812	383826.0892	4.70E+30	353720.5246	277378.0851	282315.9466
AT1G71040.1	2118030.599	686970.7016	1485973.747	289247.326	134050.1395	962276.5425	3141138.296	472216.8322
AT4G36910.1	629703.4834	618701.7421	8972378610	832663.9921	474034.505	706916.4716	613417.1505	11222182962
AT4G39090.1	121769.1733	156622.1773	43841.75813	96574.34723	62980.01549	88825.19275	154953.4462	277927.7419
AT5G43750.1	434025.1291	390574.8767	248321.7452	290634.797	179188.1025	178475.7739	205567.4808	359253.629
AT1G26550.1	450767.5356	465015.8062	285137.8606	186762.1015	149907.9118	158320.3136	235127.8744	392367.0057
AT1G32440.1	39163.56878	163148.6765	4303.494012	160604.0608	109103.739	65567.17954	265168.7229	344100.1145
AT5G16440.1	11332124.41	452868.551	10300109.99	3066707.13	205968.5945	292808.5405	269725.4223	341077.5566
AT3G01290.1	141537.8927	226359.0345	351753.0686	655560.3262	203048.0254	359345.7573	225301.289	596117.1745
AT5G23900.1	678872.3636	607232.7669	253724.8928	438216.4738	261265.8057	380411.8681	329846.0791	450747.3138
"AT3G57410.8;AT3G57410.7;AT3G57410.2;AT3G57410.3;AT3G57410.5;AT3G57410.9;AT3G57410.1;AT3G57410.4"	420580.4386	539820.86	516908.2197	884477.6886	323946.033	625098.4539	368014.9209	691739.6194
"AT1G70830.4;AT1G70830.1"	921883.9374	833622.9617	610135.7348	735002.4075	580088.4682	932882.8713	404694.8381	647049.6054
"AT1G74910.1;AT1G74910.2"	509610.0334	920513.4515	490491.7422	907415.1091	571254.785	580102.6588	696864.6127	627523.0231
"AT1G13320.3;AT1G13320.1;AT1G13320.4"	308416.9956	507639.8822	442123.2	552594.9265	366145.6992	422958.4555	434198.4168	597232.5203
"AT5G13410.1;AT5G13410.2"	434880.9736	423996.4959	455860.4575	447182.0609	474174.0062	352337.5631	518433.5313	581729.2887
"AT5G46290.2;AT5G46290.1"	832165.5519	491173.0977	552174.0289	462841.4321	646214.3404	474212.8741	433517.3103	454367.2444
"AT3G53460.1;AT3G53460.3;AT3G53460.2"	548976.6087	267913.1821	237557.7282	735924.3547	475035.937	606978.8077	31834.05076	303723.3661
"AT3G23570.2;AT3G23570.1;AT3G23570.3"	269324.6299	296896.8804	201481.1822	294569.2701	244813.7799	159024.5948	226050.8645	398399.0177
"AT4G24800.4;AT4G24800.1;AT4G24800.3;AT4G24800.2"	391116.3205	1315885.278	439761.4033	1055674.829	392576.406	360426.4698	1217300.449	494934.7802
"AT3G57020.2;AT3G57020.1"	2058897.904	697010.8482	2551276.718	1253734.405	520755.4173	1423654.934	787153.6629	1480234.105
"AT2G33340.3;AT2G33340.1;AT2G33340.2"	1023810.139	828310.8352	912928.509	782297.1868	598162.3299	657748.9363	720710.1507	804076.045
"AT4G00630.2;AT4G00630.1"	216916.7726	390976.3122	276521.9309	329879.2481	1.48E+166	272871.1063	73201640624	660460.4804
"AT1G53670.1;AT1G53670.2"	2474245.277	1318221.335	1355011.541	508929.8833	145141.3126	1297330.717	151760.7665	566137.9179
"AT3G57090.2;AT3G57090.1"	435438.2427	647053.2031	394621.8161	284360.0008	383356.2981	284018.6293	550113.8629	434744.4172
"AT1G28200.1;AT1G28200.2"	222167.0408	3425430.536	131793.5984	3352555.981	2620474.85	532472.5963	1069222.051	2232055.079
"AT1G43190.1;AT1G43190.3;AT1G43190.2"	577032.8097	701592.3807	490468.6071	590179.0877	369459.1956	423755.6125	484535.4581	317937.7229
"AT3G27380.1;AT3G27380.2"	336865.3751	377097.9263	180506.5515	404044.8198	307232.3979	256560.0589	319469.1248	439056.9835
"AT1G77320.1;AT1G77320.2;AT1G77320.3"	1494113.206	1689738.235	1502826.693	1764688.981	1231544.669	1377657.326	1854697.334	1891209.285
"AT2G03980.2;AT2G03980.3;AT2G03980.1;AT2G03980.4"	333260.8066	484694.8574	319662.4952	382660.576	292329.8803	331267.8957	539044.0525	597372.5565
"AT2G37410.1;AT2G37410.2"	117029.3526	233865.9975	-2029.096079	116672.7184	360723.685	113744.3105	169256.4161	148946.8756
"AT1G10417.4;AT1G10417.3;AT1G10417.2;AT1G10417.1"	36358.54913	3672297.558	330627.1177	2054589.004	58779.30181	1785113.822	2629930.766	2082957.41
"AT3G15980.7;AT3G15980.4;AT3G15980.2;AT3G15980.5;AT3G15980.6;AT3G15980.1;AT3G15980.3"	183590.9569	283730.0864	159922.6023	199848.902	190707.4966	222056.3671	239953.6714	169784.037
"AT3G07590.2;AT3G07590.3;AT3G07590.1;AT4G02840.1;AT4G02840.2"	580233.4993	910087.4418	369104.5777	493236.6703	418662.5829	317561.5859	557767.8396	518469.1897
"AT4G01370.1;AT1G01560.2;AT1G01560.3"	346610.9626	493695.9175	317234.2421	490518.4529	309387.2228	344751.9253	444241.3619	562989.0115
"AT3G44310.1;AT3G44310.4;AT3G44310.3;AT3G44310.2;AT3G44300.1"	3451896.294	2653665.118	2381681.67	4013597.863	2498040.78	2732580.459	4438086.672	4080247.218
"AT5G37600.1;AT5G16570.1;AT5G16570.2"	259619.8037	355911.4449	201417.0318	476784.0378	234812.3084	350331.0998	600033.1812	1003553.812
"AT5G20830.1;AT5G20830.2;AT5G20830.3;AT3G43190.1;AT3G43190.2"	121854.402	127715.7167	174434.7428	1.90E+107	523591.6438	589796.0102	314273.7846	330575.1128
"AT2G33220.2;AT2G33220.1;AT1G04630.1"	599533.0679	3.77E+18	550076.0045	990491.2924	454389.9671	572661.4766	720421.8302	1086023.902
"AT3G53520.3;AT3G53520.1;AT3G53520.4;AT3G53520.2;AT2G28760.4;AT2G28760.1;AT2G28760.2;AT2G28760.3;AT3G62830.2;AT3G62830.1;AT5G59290.2;AT5G59290.3;AT5G59290.1;AT5G59290.4;AT2G47650.2;AT2G47650.1;AT3G46440.2;AT3G46440.1"	859150.6793	837593.1324	405969.0333	661144.8017	323065.6099	449852.4895	422163.676	656417.3352
"AT3G23300.2;AT3G23300.1;AT4G14360.1;AT4G14360.2"	428203.1773	348773.1669	333549.6405	260568.4383	188939.3151	224976.5583	206990.0394	265541.1948
"AT4G26110.1;AT4G26110.2;AT5G56950.1"	2802081.666	2206699.658	1612824.639	1949931.174	951633.0825	1394496.543	1268506.795	1724543.414
"AT5G10470.1;AT5G10470.2;AT5G65460.5;AT5G65460.6;AT5G65460.4;AT5G65460.2;AT5G65460.1;AT5G65460.3"	593724.9014	1050260.127	590720.0667	771527.9856	132889.4762	364336.4219	234099.4422	672024.7893
"AT4G27130.1;AT1G54290.1;AT5G54760.2;AT5G54760.4;AT5G54760.3;AT5G54760.1"	692746.6347	760397.288	250270.5898	455598.6762	181727.0974	369084.5121	357357.3178	449935.4997
"AT1G76690.1;AT1G76680.1;AT1G76680.2"	566225.2692	629489.1501	514281.0927	799593.0629	398065.2549	781073.1163	669605.4341	1010292.857
"AT1G70890.1;AT1G70850.3;AT1G70850.1;AT1G70850.2"	1984741.467	1906565.281	1971138.982	4053027.242	2095093.147	3353804.03	3500743.723	5708572.419
"AT1G59610.1;AT1G10290.1"	586702.9707	506236.1011	365880.1918	416788.1532	266981.8694	461104.2874	352229.7351	428303.6782
"AT2G33220.1;AT1G04630.1"	404290.6737	621390.3541	76413226766	3.84E+27	267826.1748	446755.6943	312169.2208	538464.7718
"AT2G23930.1;AT2G23930.2;AT3G11500.2;AT3G11500.1"	630558.2559	803991.9566	411497.2514	447333.1688	352278.6008	404338.4311	413275.9233	465459.5865
"AT3G20410.2;AT3G20410.1;AT4G21940.3;AT4G21940.1;AT4G21940.2;AT4G04720.2;AT4G04720.1"	579994.1958	775086.8791	427124.9512	930570.0365	582350.0209	439905.015	291916.8568	979953.9118
AT2G46520.1	177671.2028	255412.9897	180336.8889	846645.3819	554109.128	322146.3407	730630.1571	284630.452
AT3G60190.1	361075.6788	596318.3863	490623.5318	497703.7781	383345.9681	404523.6459	542592.4995	564156.3567
AT3G08010.1	1419782.828	446612.8288	284463.658	235955.462	256214.115	194822.7535	302673.93	350118.0573
AT3G21865.1	292955.9752	184628.8413	271663.4853	127841.7532	115952.1679	189562.9501	10205599.3	315835604.3
AT1G06460.1	119963.4192	118107.1076	210224.6062	166441.786	103455.2596	114409.4669	55183.12685	119343.9103
AT2G20920.1	959566.8192	2449201.928	1144099.909	1415406.669	334963.4197	1254349.342	640515.2759	903326.3428
AT5G53580.1	157728.8652	329086.561	188420.7918	454320.2105	79546.19192	343026.4284	159957.5707	110339.9207
AT5G16980.2	38660.54873	27692.91654	12185.65268	44209.18084	6970.58475	24512.41339	72954.66346	32966.02706
AT3G02880.1	337485.986	283642.41	222131.9915	281653.7311	158934.844	213569.8755	456837.1872	171715.074
AT4G35830.1	695058.8258	549616.2238	580090.8181	1993484.083	637952.4338	467842.8436	1021453.494	480510.8525
AT2G46650.1	417190.4647	208718.6658	248425.8951	132197.0452	153312.8177	225125.2699	291871.3505	291285.1003
