ProteinGroup	Bin	TP0HS	TP24HS	TP1R	TP2R	TP4R	TP8R	TP0HSsdev	TP24HSsdev	TP1Rsdev	TP2Rsdev	TP4Rsdev	TP8Rsdev	Anova	HCluster
Cre03.g196900.t1.p1	31.4	-0.102396109	0.279632186	0.36984591	0.241934992	0.121614645	0.062700928	0.088002401	0.164877779	0.163936873	0.166351657	0.30322953	0.184715964	8.11e-05	1360.1359.1357.1354.1346.1307.1266.1248.1186.977.895.79
Cre31.g780200.t1.p1	13.1.3.6.1.01	-0.106373643	0.135246994	0.17878291	0.211930951	0.295471285	0.205529854	0.066330164	0.168012057	0.116025296	0.082743475	0.165802866	0.138222484	9.64e-07	1360.1359.1357.1354.1353.1328.1263.1213.1098.1079.988.901.791.697.80
Cre31.g780200.t1.p1	13.1.3.6.1.010	-0.106373643	0.135246994	0.17878291	0.211930951	0.295471285	0.205529854	0.066330164	0.168012057	0.116025296	0.082743475	0.165802866	0.138222484	9.64e-07	1360.1359.1357.1354.1353.1328.1263.1213.1098.1079.988.901.791.697.80
Cre09.g392350.t1.p1	27.4	-0.081155267	-0.721918602	-0.612620427	-0.536842282	-0.222902941	0.022572827	0.181270509	0.151702038	0.103316769	0.13735528	0.064636056	0.065170864	0.0	1360.1358.1356.1351.1338.1324.1257.1181.1137.1104.896.81
Cre12.g557250.t1.p1	26.17	-1.389408788	0.183623421	-0.257455497	0.158358997	0.566679818	0.293681084	1.265919004	0.904864895	1.374754486	0.768354743	0.504652909	0.275522646	0.004022053	1360.1359.1342.1337.1317.1295.1281.1097.82
Cre01.g048950.t1.p1	23.1.1.05	-0.561482402	-0.519674574	-0.32863422	-0.243382542	-0.021229075	-0.036679353	0.119573897	0.505682811	0.283640782	0.190109081	0.261644078	0.273596145	0.000334167	1360.1359.1357.1354.1353.1328.1322.1278.1229.1121.771.83
Cre02.g080650.t1.p1	29.6.2.4	-0.222070289	0.699287463	0.797617748	0.910844629	0.729937409	0.511291461	1.06747253	0.61579061	0.42931108	0.13368419	0.104494032	0.070082295	1.76e-06	1360.1359.1357.1350.1347.1339.1310.1271.1251.1203.1190.1016.880.84
Cre01.g002500.t1.p1	30.11	-0.173624944	0.573755618	0.505924163	0.524166602	0.583335375	0.297029876	0.138060182	0.049231429	0.375509349	0.091515548	0.053525471	0.728716419	0.000392039	1360.1359.1357.1350.1306.1296.1234.1166.1004.748.85
Cre12.g500950.t1.p1	29.5.05	0.287766577	0.443567852	-0.37691499	0.102533129	0.45081022	0.217096542	0.455139855	0.784337331	0.372005085	0.327242461	0.627935971	0.502610214	0.019576251	1360.1359.1357.1354.1346.1335.1329.1277.1223.1202.1109.86
Cre12.g500950.t1.p1	29.5.5	0.287766577	0.443567852	-0.37691499	0.102533129	0.45081022	0.217096542	0.455139855	0.784337331	0.372005085	0.327242461	0.627935971	0.502610214	0.019576251	1360.1359.1357.1354.1346.1335.1329.1277.1223.1202.1109.86
Cre05.g245900.t1.p1	13.1.4.1.4	-0.235095881	0.014449552	0.037084639	0.12779674	0.219234713	0.288000572	0.134229385	0.094774141	0.107890226	0.099098453	0.113680092	0.333591588	1.15e-06	1360.1359.1357.1354.1353.1328.1322.1278.1229.1121.940.893.798.87
Cre08.g379200.t1.p1	35.2	0.090371384	0.488551986	0.635190463	0.376056925	0.504851042	0.62409085	0.238340516	0.107861632	0.330943448	0.337244948	0.161622926	0.055036095	0.015070494	1360.1359.1357.1354.1353.1328.1322.1278.1229.1138.1128.868.88
Cre02.g080700.t1.p1	29.6.2.3	-0.36531828	0.785034237	0.718037186	0.676695926	0.71985225	0.403967045	0.280679148	0.22342088	0.22244131	0.164332246	0.129029712	0.159967034	0.0	1360.1359.1357.1350.1347.1339.1310.1271.1251.1203.1190.1020.856.89
Cre06.g259850.t1.p1	29.2.1.1.4.2	-0.103470111	-0.090751089	-0.050227556	-0.154876047	-0.00438487	0.0795862	0.127881396	0.168673126	0.163411483	0.123864731	0.093058951	0.166411363	0.000528417	1360.1358.1356.1351.1315.1282.1227.1095.1008.720.90
Cre08.g367500.t1.p1;Cre08.g367400.t1.p1	1.1.99	-1.530567731	-1.932962082	-1.725521302	-1.857468241	-1.518149639	-2.431751814	0.897794345	0.429371298	0.632265631	0.407182397	1.269415529	0.417273949	0.0146039	1360.1359.1357.1354.1346.1335.1329.1304.1284.1279.1235.1219.91
Cre01.g038400.t1.p1	30.3	-0.201336858	0.839688548	0.756124295	0.606019508	0.853455715	0.626515015	0.134026215	0.41662937	0.434169484	0.732638649	0.284925057	0.137840195	1.25e-08	1360.1359.1357.1350.1347.1339.1299.1293.1264.1182.1142.947.92
Cre17.g697100.t1.p1	35.2	-0.268434604	-1.336356823	-1.048167413	-0.380969378	-0.114320113	-0.105596768	0.196927432	0.164398363	0.461420252	0.114832929	0.145319577	0.261591115	8.11e-11	1360.1358.1356.1351.1338.1312.1265.1209.999.93
Cre13.g596500.t1.p1	13.1.2.3.04	-0.685806678	-0.735169854	-0.355673375	0.147183743	0.348697876	0.059951999	0.14889483	0.128673375	0.211219695	0.190819961	0.220896756	0.896748072	1.85e-06	1360.1359.1357.1354.1353.1348.1300.1276.1122.1058.94
Cre25.g770750.t1.p1;Cre12.g486250.t1.p1;Cre25.g770850.t1.p1	29.3.4.99	-0.092253149	0.095258841	0.099510015	0.133403804	0.20474847	0.26446485	0.143303636	0.233303283	0.258505384	0.215535181	0.25402982	0.151246128	0.000325986	1360.1359.1357.1354.1353.1328.1322.1252.1221.1077.959.795.764.95
Cre13.g589450.t1.p1	20.1.7.6.01	-1.101695213	-0.885412496	-0.5891077	0.102431365	0.291585655	0.213553843	0.484144958	0.125986474	1.108359863	0.165161174	0.280107622	0.262260565	1.25e-08	1360.1359.1357.1354.1353.1348.1300.1276.1122.96
Cre13.g589450.t1.p1	31.6.1.1	-1.101695213	-0.885412496	-0.5891077	0.102431365	0.291585655	0.213553843	0.484144958	0.125986474	1.108359863	0.165161174	0.280107622	0.262260565	1.25e-08	1360.1359.1357.1354.1353.1348.1300.1276.1122.96
Cre01.g042750.t1.p1	8.1.3	-0.406671216	-0.667120869	-0.701956863	-0.666962174	-0.6270028	-0.620207627	0.112515642	0.087316501	0.165322054	0.144754625	0.06849438	0.135520278	6.16e-08	1360.1358.1356.1336.1262.1189.1143.1002.884.772.754.97
Cre07.g341550.t1.p1	29.6	-0.355843134	0.496107943	0.539011853	0.318555628	0.285570922	0.287361026	0.244866988	0.245852197	0.337968403	0.316456299	0.361877919	0.249667922	5.79e-07	1360.1359.1357.1350.1347.1339.1310.1249.1132.1094.978.859.98
Cre04.g218900.t1.p1	28.1	-0.914850938	-1.202481667	0.666984005	-0.988384314	-0.272819221	0.519911842	0.744222484	1.865224334	0.929401251	1.956835404	1.13470273	0.642324652	0.048716465	1360.1359.1357.1354.1353.1348.1343.1326.1313.1167.99
Cre12.g507650.t1.p1	29.6.2.6	-0.426965377	0.188026067	0.391050171	0.179441351	0.395837725	0.19451579	0.248362066	0.682056298	0.46243833	0.659118369	0.388092572	0.375540705	0.003076173	1360.1359.1357.1350.1306.1236.1192.944.100
Cre12.g507650.t1.p1	29.9	-0.426965377	0.188026067	0.391050171	0.179441351	0.395837725	0.19451579	0.248362066	0.682056298	0.46243833	0.659118369	0.388092572	0.375540705	0.003076173	1360.1359.1357.1350.1306.1236.1192.944.100
Cre07.g318750.t1.p1	23.1.2.05	-0.129523696	0.154820105	0.14282831	0.053841938	0.192974166	0.113809586	0.12935168	0.112055661	0.092199178	0.136211501	0.164871954	0.070367012	1.09e-05	1360.1359.1357.1354.1346.1307.1212.1096.1032.742.101
Cre-1.g2717041.t1.p1	1.1.4	-0.037521581	-0.306948408	-0.293597925	-0.32671328	-0.330934533	-0.236527053	0.195827757	0.105609041	0.11004852	0.16612027	0.092384983	0.109502902	4.22e-09	1360.1358.1356.1336.1330.1325.1297.1258.1240.1193.1037.805.723.690.102
Cre12.g512600.t1.p1	29.2.1.2.2.018	-0.122060426	-0.437134618	-0.325427459	-0.310500769	-0.212903417	0.109883539	0.439704337	0.437470381	0.188469048	0.366294787	0.392898935	0.155684759	0.010682757	1360.1358.1356.1351.1315.1269.1151.923.785.714.103
Cre10.g418450.t1.p1	35.2	-0.064954361	-0.759555925	-0.711724672	-0.540185777	-0.523798322	-0.542788362	0.119867909	0.215554309	0.149287773	0.232979507	0.274489626	0.173328178	7.22e-06	1360.1358.1356.1336.1330.1325.1297.1258.1240.1124.1021.864.104
Cre09.g409350.t1.p1	27.2	0.211317545	-0.065531758	0.037061013	0.03587902	0.188492976	0.307507907	0.161079327	0.130036354	0.140862988	0.072599451	0.185981038	0.08003647	5.01e-06	1360.1358.1356.1351.1315.1282.1191.1072.1007.909.807.713.105
Cre02.g123500.t1.p1	28.2	0.24179311	-0.447281442	-0.110626258	-0.349896239	-0.065635951	-0.227124797	0.097241835	0.465663145	0.449414273	0.247499676	0.339152737	0.222636933	0.001607621	1360.1358.1356.1336.1330.1294.1195.1074.106
Cre12.g509050.t1.p1	1.1.1.2	-0.269604833	-0.006113152	-0.025295157	-0.082720058	0.011697381	-0.152779966	0.238519683	0.221660124	0.124409957	0.175663044	0.185550896	0.184231052	0.000371447	1360.1359.1357.1354.1346.1307.1212.1096.1032.937.802.733.107
Cre04.g213250.t1.p1	29.5	-0.084334651	-0.068791651	-0.033483946	0.174289882	0.005877209	0.352652336	0.141290192	0.127254754	0.222795566	0.224851014	0.207300625	0.125156073	4.42e-05	1360.1359.1357.1354.1353.1328.1322.1252.1055.882.108
Cre06.g250100.t1.p1	29.6.2.3	-0.88465921	0.513461127	0.514331126	0.474893297	0.430417599	0.15727016	0.303186372	0.083261164	0.080776176	0.062308704	0.076498315	0.081724813	0.0	1360.1359.1357.1350.1347.1339.1310.1271.1105.1027.799.109
Cre-1.g2716961.t1.p1	1.1.1.2	-0.08601153	0.289806278	0.335452804	0.282737851	0.26888197	0.12157568	0.065115371	0.126775727	0.243395983	0.084393231	0.04353933	0.057333206	5.28e-08	1360.1359.1357.1354.1346.1307.1266.1248.1186.949.899.792.699.685.110
Cre-1.g2717008.t1.p1	1.1.2.3	0.341429672	-0.682786132	-0.480322327	-0.657013637	-0.79700267	-0.16688054	0.018940659	0.388885051	0.460107114	0.566567643	0.446794871	0.580245067	0.015525802	1360.1358.1356.1336.1330.1294.1216.1159.1115.111
Cre03.g210600.t1.p1	31.4	-0.109462835	-0.031430868	-0.020218234	-0.042026927	-0.012751595	-0.320858219	0.153749409	0.14394177	0.096540477	0.165747672	0.216564401	0.470487948	0.042413697	1360.1359.1357.1354.1346.1307.1266.1110.1006.778.112
Cre04.g223850.t1.p1	29.2.3	-0.175750971	-0.170090414	-0.426455994	-0.281504622	-0.418089575	-0.960518642	0.357351261	0.468905696	0.436065081	0.640647455	0.542931163	0.573545735	0.004788644	1360.1359.1357.1354.1346.1335.1329.1304.1284.1279.1235.1219.1070.987.113
Cre13.g603700.t1.p1	31.1	0.222047696	-0.15403981	-0.013485112	-0.107336145	-0.193661325	-0.112428309	0.619546653	0.127904384	0.23153287	0.171611712	0.208670865	0.199728582	0.004534321	1360.1358.1356.1336.1330.1325.1297.1244.1199.1133.1035.883.114
Cre13.g603700.t1.p1	31.6.1.4.2.1	0.222047696	-0.15403981	-0.013485112	-0.107336145	-0.193661325	-0.112428309	0.619546653	0.127904384	0.23153287	0.171611712	0.208670865	0.199728582	0.004534321	1360.1358.1356.1336.1330.1325.1297.1244.1199.1133.1035.883.114
Cre02.g113200.t1.p1	12.2.02	-0.126626291	-0.71939075	-0.974109487	-1.058427494	-0.87567508	-0.62387467	0.146544227	1.457517146	0.683037257	0.352188931	0.184571167	0.131100158	0.017122426	1360.1358.1356.1336.1330.1325.1285.1111.980.115
Cre10.g459250.t1.p1	29.2.1.2.2.0535	-0.018474505	-0.269600277	-0.147223398	-0.125478365	-0.180724145	0.134276474	0.246169713	0.15785884	0.147773632	0.119399479	0.634217556	0.237367982	0.017720799	1360.1358.1356.1351.1315.1282.1191.1038.992.887.116
Cre15.g636800.t1.p1	35.2	-0.203154026	1.051654767	0.597498532	0.673985592	0.469338482	0.589708791	0.361858276	0.75087003	0.107505467	0.153408628	0.354524587	0.134682672	0.003075392	1360.1359.1357.1350.1347.1339.1299.1293.1264.1187.1112.970.117
Cre02.g079600.t1.p1	29.1.020	-0.182623238	0.674986849	0.762122755	0.599271974	0.644626758	0.745039628	0.192254962	0.15213126	0.179551845	0.260343856	0.286905074	0.646430573	3.94e-05	1360.1359.1357.1350.1347.1339.1299.1293.1264.1182.1022.903.118
Cre01.g021600.t1.p1	27.1.2	-0.456812812	0.11613288	0.333350472	0.262732266	0.415977797	0.320317261	0.775356155	0.289608435	0.12718427	0.251306158	0.233606209	0.316776446	2.18e-06	1360.1359.1357.1350.1306.1236.1192.944.913.119
Cre08.g382500.t1.p1	29.2.1.99.1.025	-0.081782896	-0.279044637	-0.176926933	-0.182547018	-0.093150704	0.125966144	0.172105367	0.1502396	0.10899888	0.166471837	0.139972533	0.224040985	1.41e-09	1360.1358.1356.1351.1315.1282.1191.1072.1007.909.807.120
Cre18.g749500.t1.p3;Cre18.g749500.t1.p1	35.2	0.136426862	-0.267405703	-0.248455151	-0.186967674	-0.01344333	0.198634424	0.186603519	0.182464234	0.16016212	0.157113156	0.106633675	0.15943136	0.0	1360.1358.1356.1351.1315.1269.1151.1085.838.775.724.121
Cre03.g207800.t1.p1;Cre03.g207550.t1.p1	16.2.1.010	-0.808241955	-0.410824658	-0.503696555	-0.923048454	-1.262499545	-0.106142537	0.155845113	0.201611168	0.330022834	0.207528239	0.152076482	0.139514816	0.001490852	1360.1359.1357.1354.1346.1335.1291.1233.1210.122
Cre07.g349250.t1.p1	35.2	-0.373774043	0.142527063	0.290260714	0.356078533	0.146210458	0.124971792	0.651685306	0.114767245	0.102428273	0.236049042	0.108221196	0.20465299	0.001134681	1360.1359.1357.1350.1306.1296.1286.1253.1239.1176.1003.898.123
Cre17.g702950.t1.p1	35.2	-0.291883921	0.789436218	0.875909543	0.603328632	0.259410884	0.099014321	0.122328994	0.73730099	0.612556657	0.608295911	0.519708155	0.2334498	0.004407783	1360.1359.1357.1350.1347.1321.1288.1231.1183.1061.1024.124
Cre09.g408200.t1.p1	27.1.1	-0.180822468	-0.588471605	-0.444713161	-0.359780924	-0.178469051	-0.099023254	0.40236472	0.139226997	0.209121121	0.151025739	0.289610287	0.141070661	2.57e-05	1360.1358.1356.1351.1315.1269.1222.1153.1131.952.842.125
Cre12.g508750.t1.p1	1.1.2.01	-0.040721873	0.216958298	0.252943821	0.14226716	-0.04112343	0.109912957	0.059461475	0.107091679	0.076847962	0.121500832	0.483381828	0.07261293	0.03218704	1360.1359.1357.1354.1346.1307.1212.1147.1068.843.126
Cre12.g557600.t1.p1	23.4.01	-0.255785117	-0.580582457	-0.756239723	-0.51702281	-0.505481182	-0.537457796	0.448328028	0.217766462	0.310140901	0.150324125	0.368444664	0.462817455	0.029317027	1360.1358.1356.1336.1330.1325.1297.1258.1240.1193.1047.837.127
Cre02.g075700.t1.p1	29.2.1.99.2.019	-0.068438634	-0.370407821	-0.260710627	-0.242315551	-0.158983316	0.032109283	0.095466604	0.118832572	0.132474134	0.177368021	0.088710256	0.177896104	8.48e-14	1360.1358.1356.1351.1315.1282.1191.1072.1007.909.807.713.128
Cre16.g691850.t1.p1	9.7	-0.222206391	-0.323063142	-0.336007814	-0.360619149	-0.265483602	-0.347959832	0.093413648	0.130909442	0.081797151	0.12574166	0.051418861	0.076787934	0.037481482	1360.1358.1356.1336.1262.1189.1143.1002.941.812.129
Cre12.g532550.t1.p1	29.2.1.2.2.0513	-0.026719104	-0.273881016	-0.319244315	-0.292108615	-0.034853649	0.173506885	0.126088208	0.135023804	0.218931908	0.196415515	0.180578908	0.281429131	1.1e-11	1360.1358.1356.1351.1315.1269.1151.1085.743.130
Cre17.g723650.t1.p1	13.2.4.1	-0.516026827	0.326590963	0.342974785	0.255719889	0.240391103	0.078645904	0.340411311	0.868113187	0.671911518	0.648665009	0.61476201	0.3809116	0.002093047	1360.1359.1357.1350.1347.1339.1310.1249.1132.1094.867.717.131
Cre03.g189950.t1.p1	29.6.2.6	-0.899646482	0.811449758	0.822508883	0.736673975	0.72001676	0.509984949	0.079711963	0.251074722	0.121887464	0.347395152	0.13528823	0.224907514	0.0	1360.1359.1342.1337.1317.1295.1247.1198.1144.985.879.788.132
Cre03.g189950.t1.p1	29.9	-0.899646482	0.811449758	0.822508883	0.736673975	0.72001676	0.509984949	0.079711963	0.251074722	0.121887464	0.347395152	0.13528823	0.224907514	0.0	1360.1359.1342.1337.1317.1295.1247.1198.1144.985.879.788.132
Cre06.g273600.t1.p1	29.5.11	-0.186206235	-0.300392193	-0.223289158	-0.274485552	-0.161251027	-0.043094755	0.195234408	0.230090928	0.226799788	0.230355614	0.249158881	0.296988339	0.027448703	1360.1358.1356.1351.1315.1282.1227.1095.957.760.133
Cre06.g273600.t1.p1	29.2.1.2.1.027	-0.186206235	-0.300392193	-0.223289158	-0.274485552	-0.161251027	-0.043094755	0.195234408	0.230090928	0.226799788	0.230355614	0.249158881	0.296988339	0.027448703	1360.1358.1356.1351.1315.1282.1227.1095.957.760.133
Cre01.g032650.t1.p1	7.2.02	-0.608141787	-1.189446045	-1.199115343	-1.189435358	-1.494915792	-1.446287073	0.114562799	0.204977796	0.157656767	0.231730171	0.098344096	0.532690929	2.22e-12	1360.1358.1355.1352.1345.1332.1319.1289.1168.1031.875.821.134
Cre02.g101350.t1.p1	29.2.1.1.3.2.0510	-0.083452492	-0.299383702	-0.247568688	-0.256547117	-0.087642449	0.156528595	0.221896237	0.161261632	0.154591934	0.137794655	0.133992925	0.159167818	4.39e-13	1360.1358.1356.1351.1315.1269.1151.923.866.703.135
Cre02.g120150.t1.p1;Cre02.g120100.t1.p1	1.3.2	-0.241256139	-0.742896312	-0.693604641	-0.815426204	-0.663667322	-0.458112779	0.264265189	0.192265729	0.185473467	0.221481432	0.099997178	0.11818553	1.87e-10	1360.1358.1356.1336.1330.1325.1285.1237.1185.1081.892.833.136
Cre-1.g2717034.t1.p1	1.1.4	0.007511297	-0.245255216	-0.256750699	-0.291016416	-0.324188217	-0.222218237	0.211381548	0.114338247	0.127437258	0.190902882	0.118223526	0.090519573	1.87e-08	1360.1358.1356.1336.1330.1325.1297.1258.1240.1193.1037.805.723.690.137
Cre10.g447300.t1.p1	29.5.11.1	-1.684912108	-0.119906434	-0.089688875	0.196983158	0.071982138	-0.124320191	2.063677179	0.458221861	0.746392698	0.47917387	0.49760312	0.756969013	0.028057646	1360.1359.1342.1337.1317.1295.1247.1169.1082.138
Cre41.g787000.t1.p1	35.2	-2.96e-05	-0.544484183	-0.269599286	-0.696464726	-0.746800156	-0.720057321	0.33242773	0.209798156	0.57883571	0.498675307	0.368824292	0.151703157	0.015366008	1360.1358.1356.1336.1330.1325.1297.1244.1120.139
Cre17.g701500.t1.p1	29.6.2.6	-0.689663183	0.39119304	0.248242095	0.140137178	0.078484147	-0.197108459	0.177086306	0.190535382	0.232644643	0.213052743	0.164571965	0.09081498	0.0	1360.1359.1357.1350.1347.1339.1310.1249.1132.929.140
Cre17.g701500.t1.p1	29.9	-0.689663183	0.39119304	0.248242095	0.140137178	0.078484147	-0.197108459	0.177086306	0.190535382	0.232644643	0.213052743	0.164571965	0.09081498	0.0	1360.1359.1357.1350.1347.1339.1310.1249.1132.929.140
Cre17.g729450.t1.p1	34.18	0.040031547	0.751484336	-1.458368748	-1.475353837	-1.208613207	1.309440047	1.658652637	0.889227542	0.890902482	0.079833385	nan	0.958819909	0.026660722	1360.1358.1355.1349.1344.1333.1309.141
Cre03.g164050.t1.p1	31.1	-0.488942715	-0.072599927	-0.856318966	-0.530473197	-0.380033378	-0.642635329	0.146938725	0.501676136	0.444369166	0.315348051	0.262844994	0.232843936	0.004786195	1360.1359.1357.1354.1346.1335.1329.1277.1223.1202.1109.142
Cre12.g510050.t1.p1	19.012	-0.20490722	-1.184815749	-1.446987125	-1.648426014	-0.920905454	-0.113098058	0.141467053	0.107207363	0.137376196	0.184372306	0.135763575	0.149854402	0.0	1360.1358.1356.1351.1338.1324.1292.1254.1123.143
Cre12.g516450.t1.p1	9.1.1.05	-0.31018595	-0.671319823	0.629869792	-0.526572417	-0.665147669	-0.696837608	0.199696991	0.45320467	1.170763578	0.678535428	0.32982079	0.651667963	0.005189314	1360.1359.1357.1354.1353.1348.1343.1326.1313.1205.144
Cre10.g458500.t1.p1	13.1.3.6.1.01	0.060560805	-0.187068107	-1.650034938	-0.610708608	-0.155249605	0.664725105	0.738724301	0.123558073	2.238463545	0.406982526	0.280758585	0.284986851	0.004247584	1360.1358.1356.1351.1338.1324.1292.145
Cre16.g677000.t1.p1	29.6.2.3	-0.478276628	0.206625519	0.624073682	0.438821956	0.406790821	0.236462688	0.110351151	0.697672899	0.107918583	0.385223164	0.241368148	0.279920774	1.09e-08	1360.1359.1357.1350.1347.1339.1310.1271.1251.1042.969.906.146
Cre02.g129800.t1.p1	35.2	-0.149011594	0.53095852	0.475188258	0.36198876	0.123290437	0.044797598	0.238471756	0.090155278	0.124057679	0.219908109	0.372144685	0.337535448	3.63e-07	1360.1359.1357.1350.1347.1321.1288.1250.1160.1059.1023.943.147
Cre04.g229300.t1.p1	1.3.013	-0.759683333	-0.102548039	-0.087734664	-0.299948727	-0.507691005	-0.794037507	0.597057166	0.663456943	0.542522278	0.651804998	0.453677489	0.604924774	0.000837121	1360.1359.1357.1350.1347.1321.1288.1250.1160.1059.148
Cre01.g056050.t1.p1	29.1.019	-0.200207189	0.223018903	0.167661926	0.214310864	0.299686397	0.547873684	0.106535836	0.412371919	0.090012902	0.135558467	0.117135725	0.405815912	1.3e-05	1360.1359.1357.1354.1353.1328.1322.1278.1229.1138.1065.973.149
Cre06.g251050.t1.p1	29.4	0.457036906	-2.568754333	-0.583253254	-2.636497736	-3.157597284	-2.299988348	0.231708103	0.557576429	1.58043518	0.626455809	0.64306838	1.997346925	0.005373766	1360.1358.1355.1349.1344.1331.150
Cre17.g710150.t1.p1	29.5.11.20	-0.724478116	0.148337326	0.275248903	0.462787113	-0.001257391	-0.09505973	1.204387939	0.326554526	0.2565003	0.18417446	0.515443607	1.032374256	0.026441545	1360.1359.1357.1350.1347.1339.1310.1271.1251.1203.1190.1016.151
Cre16.g673650.t1.p1	1.1.1.01	0.0097712	0.406050543	0.363084541	0.294415446	0.342466667	0.294508325	0.031779706	0.125383796	0.067973015	0.044252135	0.144858706	0.041421753	6.94e-11	1360.1359.1357.1354.1353.1328.1263.1140.1009.981.888.731.152
Cre09.g400650.t1.p1	29.2.1.2.1.06	-0.057400056	-0.279874335	-0.218310858	-0.305712891	-0.177591503	0.006731889	0.174512305	0.187522317	0.088779358	0.158728842	0.104423128	0.130199319	8.63e-10	1360.1358.1356.1351.1315.1282.1191.1072.1007.840.739.153
Cre07.g339250.t1.p1	27.3.67	-0.882686344	0.384735838	0.56990361	0.537733033	0.473464537	-0.120719359	1.329141285	0.188362239	0.129981529	nan	0.166190565	0.310527104	0.018711433	1360.1359.1357.1350.1347.1339.1310.1271.1251.1203.1053.154
Cre10.g439900.t1.p1	29.6.2.3	0.107189779	0.781340873	0.53759311	0.630188961	0.602913882	0.430759749	0.323413915	0.096103855	0.337207221	0.209651956	0.285002451	0.179971366	4.44e-06	1360.1359.1357.1350.1306.1296.1234.1130.975.900.155
Cre13.g577100.t1.p1	11.1.012	-0.126237013	-0.345696523	-0.453653881	-0.495900414	-0.351322839	-0.25967065	0.212832561	0.173898259	0.193202532	0.208086528	0.167401832	0.13191074	2.39e-07	1360.1358.1356.1336.1262.1154.1050.857.156
Cre14.g617100.t1.p1	27.4	-1.745188082	0.443588594	-0.087837886	-0.601100753	-1.257614686	-1.449423216	1.135625148	0.231165085	0.930860519	0.578967364	0.36805768	0.335134327	3.01e-05	1360.1359.1342.1314.1273.1146.157
Cre12.g498250.t1.p1	29.2.1.2.1.017	0.029047836	-0.156429845	-0.147120539	-0.143788421	-0.051671429	0.162894231	0.198762018	0.176642451	0.177104823	0.26788538	0.139886905	0.2073845	1.39e-05	1360.1358.1356.1351.1315.1282.1191.1072.1034.762.719.692.683.158
Cre12.g495300.t1.p1	13.1.7.04	-0.136709117	0.078408223	0.192112051	0.027767236	0.443763898	0.190630682	0.461714509	0.395233633	0.402724005	0.27748461	0.168483671	0.276974183	0.045124488	1360.1359.1357.1354.1353.1328.1263.1213.1044.850.159
Cre02.g122450.t1.p1	23.4.99	-0.270277628	-0.760139098	-0.759397167	-0.722439927	-0.745552417	-0.692089164	0.134027402	0.095737119	0.144712677	0.125819945	0.118020486	0.194271271	1.01e-09	1360.1358.1356.1336.1330.1325.1297.1258.1245.1165.1000.820.727.160
